pub_date,author,img_url,pid,text,response,issue,desired_knowledge
9/22/18 15:17,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/8cd896abe4e61ead7b0ae6314a997ec3/5C47303B/t51.2885-15/e35/41082180_321378275079662_2970125246904592575_n.jpg,BoCvV-5ijtD,"That looks so ! What is the chair made out of? Wood, right?","@iefiefil thank you!!😊 yes it is wood, oak 🌳",,
9/22/18 15:09,ballintama,https://scontent-lax3-2.cdninstagram.com/vp/d856fc8ac34bf5e9934e4677f494744c/5C5EAA00/t51.2885-15/e35/41553564_612428405854879_6964465738708820278_n.jpg,BoCodeMlkSx,"Ahhh nice ! Is the cat asleep? No, right?",@ballintama they were relaxing 😻,,
9/22/18 14:46,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/0a79fc65f1e850a6c8db80029f3a037f/5C2A2023/t51.2885-15/e35/s1080x1080/41113480_152631415686365_7773478254913336421_n.jpg,BoCGP0kAOmH,"Very beautiful scenery ! Is this a church? Yes, right?",@iefiefil it is,,
9/22/18 14:24,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/0e6c3b1c505495e3813c1a87f30417c4/5C473C79/t51.2885-15/e35/41301174_702652210113621_6404191838001579533_n.jpg,BoCT9_7liiD,"Wow very nice ! Is this a modern building? No, right?",@iefiefil it was built in 1890 😊,,
9/22/18 14:14,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/a8c4d83cbde95cabe41d31e361830df8/5C236A86/t51.2885-15/e35/41658865_322740365197597_7576318408408937854_n.jpg,BoChoGHAsCD,"Ohh very nice ! What is the animal on the right doing? Laying down, right?",@iefiefil yea?,,
9/22/18 14:14,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/4b490c9d8afe182ef381882f035846d0/5C41CA9C/t51.2885-15/e35/41607821_1921950994550532_5913735154067477155_n.jpg,BoAzklWBKps,"Ohh very nice ! Is the cat asleep? No, right?",@ceelvancho haha they are both awake! :),,
9/22/18 14:12,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/352e68ee08a4dbc94d778b63f6ab0ef2/5C616DD5/t51.2885-15/e35/40879355_458561267987599_3199598125526286336_n.jpg,BoCht9enUka,"Very beautiful view ! Is this a busy street? No, right?","@iefiefil Yes, It is",,
9/22/18 14:12,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/aaf0be9260fa6ab80b70b8063d09580e/5C2DCE04/t51.2885-15/e35/41252113_289509818551398_8821817969148759129_n.jpg,BoChuToHXC-,"Ohh very nice ! Is this a real vase? No, right?",@iefiefil vase???,,
9/22/18 14:08,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/bf6ac6797807958a96ef0289374c1b5f/5C3CF27C/t51.2885-15/e35/41486594_2167699756786976_1910314057112599290_n.jpg,BoChsUcDfas,"Wow very nice ! Is this a beach? Yes, right?",@iefiefil yes! Beach of Waterville Ireland,,
9/22/18 14:07,payniv,https://scontent-lax3-2.cdninstagram.com/vp/3c91d00cf84fd3fca1b5dc719bc4e6f9/5C28C571/t51.2885-15/e35/40804115_1591084004327195_1806806887192475428_n.jpg,BoCa2KrH2kb,"Wow , what an amazing photo here ! What is the green vegetable? <unk>, right?",@payniv hi its just a florette salad😍❤️,,
9/22/18 13:48,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/f34894311a36140a009814c45f970acd/5C215C80/t51.2885-15/e35/41287940_2111758242406073_1347915881105874373_n.jpg,BoCT9iin3Id,"What a very interesting ! Is this a boat? Yes, right?",@bee.amela 2 kayaks and a canoe.,,
9/22/18 13:30,payniv,https://scontent-lax3-2.cdninstagram.com/vp/241cad643c3e8eb2cb01ac0b6f65ef47/5C2D3589/t51.2885-15/e35/41457121_295559074371927_4117763831214261068_n.jpg,BoCa0eWnU1K,"Wow , very amazing photo here ! Is this person wearing a tie? Yes, right?","@payniv thank you , no i  don't wearing tie",,
9/22/18 13:29,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/747468e5c246be25c9b6dbc0331a393b/5C5C14BE/t51.2885-15/e35/41227599_2205275376384725_5911013414737543168_n.jpg,Bn96dFxhcPJ,"Wow , what an amazing photo here ! Is this person wearing a shirt? No, right?",@bee.amela thanks for suspension,,
9/22/18 13:25,ballintama,https://scontent-lax3-2.cdninstagram.com/vp/47cd8455c8b6497c4f48d1bd1935d497/5C437577/t51.2885-15/e35/41670929_239148336776549_6262642836314463602_n.jpg,BoAmFVWHQi5,"Ohh very nice ! Is this a beach? Yes, right?",@ballintama old mala wharf,,
9/22/18 13:23,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/61a58974362765f478ab701ab8982235/5C40DA8E/t51.2885-15/e35/41528947_282758925674617_2255023283151433488_n.jpg,BoCa2LRFM8l,"Ahhh very nice ! Is this a new car? No, right?",@iefiefil no 🙈 very old,,
9/22/18 13:11,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/ae81588f0860277c076752f1ee9c0530/5C44A065/t51.2885-15/e35/41199479_531409727319173_4271905941539747827_n.jpg,BoCT96WnONR,"Wow , very amazing photo here ! What is the lady doing? Taking picture, right?",@bee.amela that’s right!!! It was a true pleasure to take a picture with such sweet and amazing cosplayers.,,
9/22/18 12:59,payniv,https://scontent-lax3-2.cdninstagram.com/vp/b1a768aa6d12c3732721fad4573f7d6f/5C2F62FE/t51.2885-15/e35/42358549_291811204880928_1492009465757388385_n.jpg,BoAYZaBhyS2,"Ohh nice ! What color are the shoes? Black, right?",@payniv they are a tan color!,,
9/22/18 12:43,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/e1577086cb8732a8916f2292c9431340/5C427C48/t51.2885-15/e35/41508116_260498614602099_485053312711676844_n.jpg,BoCT-kwF5z_,"Ahhh very nice ! Is this a rural area? No, right?","@iefiefil It's not a rural area, but outskirts if Yerevan )",,
9/22/18 12:29,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/dc45cc063a9c92c7b9b1720a2512f8b1/5C2C9CF0/t51.2885-15/e35/41589608_1764549736990886_5167026498711817713_n.jpg,BoCM59_Bfq8,"Wow nice ! What is the dog 's head resting on? Beach, right?",@bee.amela his head is resting on the footboard of a bed,,
9/22/18 12:21,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/7474bde8013423127ebc25004f71c376/5C5AE09F/t51.2885-15/e35/40101188_246148196046838_4146974562798497256_n.jpg,BoCT-2tDYq5,"Ohh very nice ! Is the person wearing a shirt? Yes, right?",@iefiefil it’s actually a strapless dress.,,
9/22/18 12:19,payniv,https://scontent-lax3-2.cdninstagram.com/vp/0b080fefb2d0e876f65b1ebd25d1e260/5C21C7C0/t51.2885-15/e35/41254356_287983218475379_9061474714560091222_n.jpg,BoCT9HAnWkU,"Wow , what an amazing photo here ! Is the person wearing a shirt? No, right?",@payniv 👍👍👍👍,,
9/22/18 12:16,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/594a4eb676d63ea76c26ea5a76af884a/5C465DCB/t51.2885-15/e35/41968420_1906859979392432_1758215801950245356_n.jpg,BoCT-MPBEV5,"Aww such a pretty dog ! Is the dog 's mouth open? No, right?",@bee.amela no it isn’t 😍,,
9/22/18 12:09,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/434b48c2e43fae201ec461850e5a296c/5C28341B/t51.2885-15/e35/42126035_312421659341228_2751022693894269721_n.jpg,BoARgnYF10c,"Ohh very nice ! Is this a church? No, right?",@iefiefil yess 😊,,
9/22/18 11:38,payniv,https://scontent-lax3-2.cdninstagram.com/vp/c6981d80156c11e33f0e446323662712/5C58DAFF/t51.2885-15/e35/41284864_168989797315496_3424409556086921403_n.jpg,BoAKpm8FxTF,"Wow , awesome photo there ! Is this a river? Yes, right?",@payniv yes Alto Paraíso de Goiás,,
9/22/18 11:28,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/f7d7b53ceda7c3ce0214ca40ec829122/5C45FD63/t51.2885-15/e35/41158152_236089723735890_8134076325463310583_n.jpg,BoAzwjphVBI,"Wow , what an amazing photo here ! Is it a cloudy day? Yes, right?",@ceelvancho Thank you very much and it was a cloudy day.😉,,
9/22/18 11:24,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/4072d11671f6ddabc125f7aa5670075b/5C2C9C65/t51.2885-15/e35/41062632_235801567292066_2237276244334870528_n.jpg,BoCGQWnnbl3,"Ohh very nice ! What is the white stuff on the plate? Flowers, right?",@bee.amela Thank you! I think you're looking at the sliced spring onions 👌😋.,,
9/22/18 11:16,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/4c9dd25b11aad70cb4d1f5429fa9cc1b/5C40C3A5/t51.2885-15/e35/41424659_294604644470635_5283734256077760670_n.jpg,Bn_85vdF3O4,"Ohh very nice ! What is the shape of the chair? Circle, right?","@iefiefil hi, do you mean the Ottoman?",,
9/22/18 11:15,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/73f46c26cf50b89c2ecd94e8a2506152/5C22BF35/t51.2885-15/e35/s1080x1080/39754810_1306739499467684_3995128572840593007_n.jpg,BoCNFkZnRI3,"Ohh very nice ! Is this a river? No, right?",@iefiefil This located at Semiahmoo Bay close to Canadá US border.,,
9/22/18 11:13,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/2b98a3ec527937d509d485a0c971810e/5C282B90/t51.2885-15/e35/41040583_273919430119908_2215485469228487585_n.jpg,BoCNGDNAPfY,"Wow , very amazing photo here ! What is the white stuff on the plate? Rice, right?",@iefiefil yup....I'm allowed to have 3 spoons,,
9/22/18 11:08,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/ce1e5c44210bb5bb93d17c02030fc012/5C5B1BA4/t51.2885-15/e35/41466545_248507955855408_1504619846905470870_n.jpg,BoCNCpoB393,"Very beautiful wallpaper ! Is this a hotel room? No, right?",@bee.amela  no not a hotel room -,,
9/22/18 11:04,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/5bf4d6988386db5ff8f34d7bed1cb773/5C61E41C/t51.2885-15/e35/40460664_872547356466821_3047638562165010210_n.jpg,BoAzyrdgeR9,"Nice ! Is the person wearing a tie? Yes, right?",@iefiefil 👍,,
9/22/18 10:48,payniv,https://scontent-lax3-2.cdninstagram.com/vp/163c27e053de2ac96a06ba3f7ed1412b/5C44C725/t51.2885-15/e35/41389786_346894449387950_93667451404812288_n.jpg,BoCGKAUgAeK,"Ohh very nice ! What is the appliance in the picture? Table, right?",@payniv the stove and hood are from @bigchillappliances,,
9/22/18 10:43,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/07644d5c672d9f173c1ed73ff6c3a7f7/5C5EDA20/t51.2885-15/e35/41818684_346803309197322_1488296279474885343_n.jpg,BoCGNLpj-Oq,"Wow very nice ! Is this a modern kitchen? No, right?",@bee.amela mmmm office,,
9/22/18 10:35,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/b5f6a48e380a51a1e4d49096e4f145d5/5C58DFFE/t51.2885-15/e35/41459925_522129901581666_2224069828499313695_n.jpg,BoCGPbCjMd8,"Ahhh , what a very pleasant photo here ! Is this a busy street? Yes, right?","@iefiefil yeah, it is😊",,
9/22/18 10:21,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/a56c2b75464d8180f4d65e21df533deb/5C59A003/t51.2885-15/e35/41463057_169060123982889_6895843814553581719_n.jpg,BoCGKihD_Oh,"Very nice ! Is this a modern bathroom? Yes, right?",@bee.amela thank you absolutely 👍🏼😊,,
9/22/18 10:20,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/5cd2260d5f8f965a45ca376590c630b4/5C3BFE1E/t51.2885-15/e35/41785435_461858974308921_6603991329333388219_n.jpg,BoCGJbLlKcV,"Ohh very nice ! What kind of bird is this? Seagull, right?",@bee.amela I think it's a sea eagle,,
9/22/18 10:19,payniv,https://scontent-lax3-2.cdninstagram.com/vp/163c27e053de2ac96a06ba3f7ed1412b/5C44C725/t51.2885-15/e35/41389786_346894449387950_93667451404812288_n.jpg,BoCGKAUgAeK,"Ohh very nice ! What is the appliance in the picture? Table, right?",Thanks @payniv you have to ask @getspacedout on the appliance selection,,
9/22/18 9:48,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/b4c2670fab0ef93eafbc5465261dc413/5C3ECDFF/t51.2885-15/e35/41698858_250278639162859_8994635092420722688_n.jpg,BoAzxFeHcR4,"Ohh very nice ! What is the lady holding? Stick, right?",@iefiefil she's not holding anything dear.,,
9/22/18 9:42,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/19075108df2f0e9794cbd2cc586ee95e/5C2ACFF4/t51.2885-15/e35/41956707_2189100984698449_5165638923013658394_n.jpg,BoAzxAMhaI_,"Ohh very nice ! Is the person wearing a shirt? Yes, right?",@iefiefil yes 😂,,
9/22/18 9:36,payniv,https://scontent-lax3-2.cdninstagram.com/vp/829a4ae9859df78d5f516df1a97f8c43/5C5C5343/t51.2885-15/e35/41126404_297428151050487_6971459800789346495_n.jpg,BoAzsWflDU4,"Nice looking photo ! Is this a modern building? No, right?",@payniv yes 😊 thank you,,
9/22/18 9:09,payniv,https://scontent-lax3-2.cdninstagram.com/vp/b06418195feea74dabfb846478e5bf26/5C587079/t51.2885-15/e35/41322798_331374560769817_1866714498226354127_n.jpg,BoAzw_3ge-3,"Ahhhh , awesome photo there ! Is this a modern bathroom? No, right?","@payniv thanks ya😊, yes it is a modern bathroom designed by me.",,
9/22/18 7:17,payniv,https://scontent-lax3-2.cdninstagram.com/vp/c7ffcab8911ba40aba955c6af314961c/5BAA8A7C/t51.2885-15/e35/40887821_331621050747559_8904049389050286120_n.jpg,Bn_87R9n6c-,"Wow , what an amazing photo here ! Is the girl wearing a tie? Yes, right?",@payniv 😰😘😘🍬🍬🍬,,
9/22/18 7:17,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/eb08991664c2022fc4cb79da272bce0a/5C2885E7/t51.2885-15/fr/e15/p1080x1080/41261606_677182956001411_5095955487058009725_n.jpg,BoAYYpfA-Oz,"Ohh very nice ! Is this a modern train? No, right?","@iefiefil it’s a hotel in Guadalajara. Great location, you should visit!",,
9/22/18 6:43,ballintama,https://scontent-lax3-2.cdninstagram.com/vp/8f52984cfb8dd31b9922084929112cc5/5C628CA0/t51.2885-15/e35/40949132_316079835610728_5576512797619675320_n.jpg,BoAmFYCjaRZ,"Wow , very amazing photo here ! Is this person wearing a tie? Yes, right?","@ballintama yes, 👏",,
9/22/18 4:44,payniv,https://scontent-lax3-2.cdninstagram.com/vp/764709b97d6936c462873483baadce69/5C31EA27/t51.2885-15/e35/41672486_1809666179154955_2646766792213343517_n.jpg,Bn9stgag_Vy,"Very nice view ! Is this a beach? No, right?",@payniv no i dont advise to swim in it!,,
9/22/18 4:11,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/cb82ecc05e1f0c3e598447d2b99efe79/5C30079B/t51.2885-15/e35/40797382_493170264496970_5160140237731342287_n.jpg,BoAmECDHOvY,"Wow , what a very amazing photo here ! Is it a cloudy day? Yes, right?",@bee.amela it was a little cloudy.,,
9/22/18 3:48,ballintama,https://scontent-lax3-2.cdninstagram.com/vp/e4f45e650a8b2d20fd6b3deafa1528d8/5C3E3786/t51.2885-15/e35/40917226_397195027480760_3019245586863657026_n.jpg,BoAfFZPFzx_,"Ohh very nice ! Is this a hotel room? Yes, right?","@ballintama 
thank you😉
This is a renovation in an apartment 20 years before. It's a kitchen and a table to see. They're a bookshelf, a desk and a cabinet that it's in the rear.🍀",,
9/22/18 3:41,payniv,https://scontent-lax3-2.cdninstagram.com/vp/143877de0e2ee4530e44abaf376d796c/5C296DC0/t51.2885-15/e35/41467607_301960383963455_3135934652673105953_n.jpg,Bn_hd4zhLFb,"Wow , very amazing photo here ! Is this a farm? No, right?","@payniv thanks a lot! No, it's not a farm, it's just a meadow with a road.",,
9/22/18 3:12,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/4362c0cef62ac7b009a2c2b4fe86e1eb/5C3C9CC0/t51.2885-15/e35/41646445_164150114501785_4030487508796468380_n.jpg,BoAlweogxMA,"Wow very nice ! Is the cat asleep? No, right?",@ceelvancho 😍,,
9/22/18 2:26,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/1655fbbdf62784c772f013faed7105cc/5C47031C/t51.2885-15/e35/41647016_270929743760117_1285336078961145392_n.jpg,BoAmCZ4g60q,"Wow very nice ! What is the chair made out of? Wood, right?","@ceelvancho I believe so, though I would check with either @hub_furniture or @lukefurniture just to be sure..x",,
9/22/18 2:17,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/80f3360c1410456b08ba971b878dfc83/5C200EA4/t51.2885-15/e35/41711504_145601509713231_3388650618895723283_n.jpg,BoAYZbgnKIw,"Wow , what an amazing photo here ! What is the boat made out of? Snow, right?",@bee.amela thank you. No the it's a wooden boat. There wasn't any snow in Venice at this time.,,
9/22/18 2:15,payniv,https://scontent-lax3-2.cdninstagram.com/vp/dfde42a48a3d7fe9ff7837af833fadee/5C5A353E/t51.2885-15/e35/41332949_249866732388844_4087143049889754860_n.jpg,BoAmFW5BFnb,"Ohh very nice ! What is the person drinking with their meal? Water, right?",@payniv Nooooo..... Beer!!!!!,,
9/22/18 1:56,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/59cbec50c3eca4459377ab6432f1d50f/5C629507/t51.2885-15/e35/40808402_936280809914426_552820880607003953_n.jpg,Bn_86gKhxwm,"Wow , what an amazing photo here ! Is this a rural area? Yes, right?",@bee.amela It's up in the Carpathians,,
9/22/18 1:48,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/6a22261c9f09a40f718d51dadb792eae/5C2344F1/t51.2885-15/e35/41389977_262458314408799_3041164978901297899_n.jpg,Bn_2EkBCj8L,"Very beautiful ! Is this a harbor? No, right?",@iefiefil 🙏🌹🌹 many many thanks!!!!! No....it's a bridge.....in Florence😍😍😍...,,
9/22/18 1:47,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/c74250726474f881e10192f335eb3f33/5C5DD666/t51.2885-15/e35/41438283_473039163210118_353707995691098920_n.jpg,BoAKpcUFT_t,"Amazing photo here ! Is this a beach? No, right?","@iefiefil yeah, it’s a little beach in Tofino 😊",,
9/22/18 1:08,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/79162fa300411b1d96cd9281b6a605e1/5C4127C2/t51.2885-15/e35/41859057_2226956290882857_8465739767751891241_n.jpg,BoAKnsXndM9,"Wow , what an amazing photo here ! Is it a cloudy day? Yes, right?",@iefiefil yes it is. Thank you so much ❤️,,
9/22/18 0:25,ballintama,https://scontent-lax3-2.cdninstagram.com/vp/4773c9b180b8c5da2acad045055f2db4/5C257886/t51.2885-15/e35/40602665_2147353952251509_263899138892593562_n.jpg,BoAmFDinRQa,"Wow very nice ! Is this a hotel room? Yes, right?","@ballintama No, it’s a flat",,
9/22/18 0:19,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/983f592ec4cf40b1df9c07c67dda97f7/5C30FCAC/t51.2885-15/e35/41266533_283400568943574_1485447110693006555_n.jpg,Bn_hdEGFZSF,"Ohh very nice ! Is this a cloudy day? Yes, right?",@iefiefil yes,,
9/22/18 0:05,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/0c24745bb2acadb432fb4ea4e08c9fb5/5C3EF7EC/t51.2885-15/e35/40938073_302255877172278_5576261710439561984_n.jpg,Bn_hbSxCo4G,"Ohh very nice ! What is the chair made out of? Wood, right?",@bee.amela Hi thanks! 😁 no its made of rattan 🤗,,
9/21/18 23:50,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/d46ea49a8372187c35d1e7f7b510ac5b/5C5BF784/t51.2885-15/e35/40974939_463155690845403_5028419664296804352_n.jpg,BoAfK4ynTXQ,"Ohh very nice ! What color are the flowers? Yellow, right?",@iefiefil Pink ❤️,,
9/21/18 23:23,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/25b8c85abe75752ba17dc2855824d3bb/5C3FD6CA/t51.2885-15/e35/40826015_1016333948546487_6331557656629185889_n.jpg,BoAfPAGlKiz,"Ahhh nice ! Is the person wearing a tie? No, right?",@ceelvancho she's not,,
9/21/18 23:20,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/f457086c857ac6343dac707aee0612f5/5C2AA292/t51.2885-15/e35/41287330_159917474918995_2256450014424515405_n.jpg,BoAmASLg2S-,"Ahhh i love this ! What is the green vegetable? Balloon, right?","@iefiefil 
This is a pumpkin. This pumpkin is called a 「sukunapumpkin」. It is an expensive pumpkin. It is sweet and is very delicious😍💕",,
9/21/18 22:56,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/b299a20701fb91363af2075c58aee618/5C3F932D/t51.2885-15/e35/41357427_1932273080410273_5229356790875502102_n.jpg,BoAYWOnnzaG,"Wow , what an amazing photo here ! Is it night time? No, right?",@bee.amela night,,
9/21/18 22:56,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/1df8881fa7b18636ce94db35a2c8be14/5C256298/t51.2885-15/e35/41307551_2032934163683321_1711902127185104061_n.jpg,BoAKp_4HA6O,"Wow , what a very amazing photo here ! Is this a busy street? No, right?",@bee.amela The street next to it is quite busy at times :) Thanks :),,
9/21/18 21:40,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/092c81eb62418b0492cb8f895cfd3284/5C425059/t51.2885-15/e35/41557318_456495261512869_6081470199227825158_n.jpg,BoAfF_hghcd,"Wow , awesome photo here ! How many people are in the picture? 2, right?",@ceelvancho so creepy,,
9/21/18 21:36,payniv,https://scontent-lax3-2.cdninstagram.com/vp/aa0b53b5083d8b29a4fb88081334f1b8/5C3D62C5/t51.2885-15/e35/41034250_302919810439467_7730550611326814772_n.jpg,Bn_88GFid4Z,"Wow , what a very amazing photo here ! Is this a river? No, right?",@payniv it's a sea! 😎,,
9/21/18 21:32,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/c6fa7c0bb6fd65e8d8f86b25800bf75e/5C449DBD/t51.2885-15/e35/42003114_589851658098629_6607303222803301266_n.jpg,BoAmEYkn0k4,"Ohh very nice ! Is this a train station? No, right?","@bee.amela no, Cairo's trains are all underground",,
9/21/18 21:17,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/815c9250be6b569b6bde5e7809b7b392/5C3C102B/t51.2885-15/e35/41573271_144277603180925_8145419363802726477_n.jpg,Bn_oTBHA-Hg,"Ahhh very nice ! Is the person wearing a tie? No, right?",@iefiefil no tie😆 just an effect like it should be.,,
9/21/18 21:13,payniv,https://scontent-lax3-2.cdninstagram.com/vp/9cee1905a218daf85fda1a5e249a384b/5C5C009A/t51.2885-15/e35/41114270_497571217389546_3310655886995458875_n.jpg,BoAl4ZThf3e,"Wow very nice ! What is the white stuff on the table? Snow, right?",@payniv I don’t understand...,,
9/21/18 21:10,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/df1bff8e19d08382f301745a4675ead1/5C252C33/t51.2885-15/e35/41575315_275586976390701_1416929012010644364_n.jpg,BoAmEYonWbF,"Ohh very nice ! Is it night time? Yes, right?",@iefiefil No it wasn't night . Just there was no enough light,,
9/21/18 20:43,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/055f94d7a4623082b5c7d1186c883d57/5C3CBE27/t51.2885-15/e35/40583245_243762972954906_2007141974758061312_n.jpg,Bn_80BNncC4,"Wow , what an amazing photo here ! What is the tallest animal? Giraffe, right?",@iefiefil thanks! yes :),,
9/21/18 20:21,ethanthegarden,https://scontent-lax3-2.cdninstagram.com/vp/5e27a03f8e1a7548d0cbc5353e2e1dc8/5C2EB38A/t51.2885-15/e35/40924726_322307451864374_3343815933255745536_n.jpg,BoAfHNAHiMk,"Wow nice ! What is the dog doing? Walking, right?","@ethanthegarden he was having a moment...I just caught him while he was exploring a cool location in Pioneertown, CA 💙",,
9/21/18 20:11,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/a71bf9becb9077802c4d687f706d2b6e/5C3CAE77/t51.2885-15/e35/41470938_547945018987207_2267611319370202121_n.jpg,Bn-IFS2nq0u,"Ohh very nice ! Is the cat asleep? No, right?","@bee.amela no, he wants to attack me",,
9/21/18 20:04,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/99e89c23565830ded91a79ec53580193/5C6167D5/t51.2885-15/e35/41432096_478008509365349_3362353553271160832_n.jpg,BoAYWp9h489,"Ohh very nice ! Is this a hotel room? No, right?",@bee.amela no it’s my little house! 😄😄😄,,
9/21/18 19:47,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/87984c5151f3b2b34205d030e1161b9f/5C2978F2/t51.2885-15/e35/41905212_889076201303511_2524226932590488807_n.jpg,BoAfKI-ApWz,"Very good photo ! Is the baby wearing a bib? No, right?","@ceelvancho No that’s just the light shining on his bare skin ☺️ He’s naked, cozied up in a wrap.",,
9/21/18 19:37,ballintama,https://scontent-lax3-2.cdninstagram.com/vp/48b0d57c0ed48d30993595b95eda4c1d/5C45E3F1/t51.2885-15/e35/41702072_1617419538362855_3277227865907143860_n.jpg,BoAfL7mA5uF,"Wow , what an amazing photo here ! Is this a beach? Yes, right?","@ballintama No my dear ,its lake inside mountains <3",,
9/21/18 19:26,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/45e8ac08307e3a2a8dd3a73e21dabcf8/5C1F6020/t51.2885-15/e35/42174959_145850486359539_2373604936771480547_n.jpg,Bn_hSpFFq3V,"Wow , what an amazing photo here ! Is this a beach? No, right?","@bee.amela Thank you)) Yes, it’s a beach)",,
9/21/18 19:20,ballintama,https://scontent-lax3-2.cdninstagram.com/vp/df0bd19784323821e2bd7e4b4fa24a21/5C270694/t51.2885-15/fr/e15/s1080x1080/40423571_2027189837338217_786543975958549585_n.jpg,BoAYZJ2lQup,"Wow , awesome photo there ! What is the primary color of the vase? Black, right?","@ballintama the vase is clear, but the flowers are primarily red or a deep red.",,
9/21/18 19:15,ballintama,https://scontent-lax3-2.cdninstagram.com/vp/a3afe14334eda28154d2b89878a2ea24/5C2C3B1E/t51.2885-15/e35/42312401_883590371839507_4531289415471066955_n.jpg,BoAfPAuA986,"Wow , what an amazing photo here ! Is this a hotel room? Yes, right?","@ballintama yes, Langham Hotel Sydney Australia 🇦🇺",,
9/21/18 19:14,payniv,https://scontent-lax3-2.cdninstagram.com/vp/c02465ed0cb27b235f21161ea15e46d2/5C2EC46C/t51.2885-15/e35/41203429_475142079663959_8287738995122096903_n.jpg,BoAfNRZAHH5,"Ahhh very nice ! Is this a modern building? No, right?",@payniv hard to tell from this picture but it actually is! see other pictures posted to see more exterior shots. More to come when complete 😊,,
9/21/18 19:13,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/70f2a3dbae8f11a51f889f0f1048bfe9/5C3CAD70/t51.2885-15/e35/41677602_270482410239758_1258485178313972514_n.jpg,BoAfG3YAJTY,"Ahhh , what a very pleasant photo here ! Is the dog on a leash? No, right?",@bee.amela no why?,,
9/21/18 19:12,payniv,https://scontent-lax3-2.cdninstagram.com/vp/64546475277039cabddcb2b01519ffe1/5C224024/t51.2885-15/e35/41673080_1883523895058745_2285466477008238679_n.jpg,Bn_2DDVnpaA,"Ohh very nice ! Is this a modern kitchen? No, right?","@payniv I don’t know what kitchen looks like, sorry",,
